title,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,open_url,dataset,cluster,cluster2
Freeword,D.O.W.N.,0.764,0.697,10,-7.887,0,0.33,0.0657,0.0,0.109,0.682,156.041,audio_features,7xkeh1hQKZWQQOhdu2Oinx,spotify:track:7xkeh1hQKZWQQOhdu2Oinx,https://api.spotify.com/v1/tracks/7xkeh1hQKZWQQOhdu2Oinx,https://api.spotify.com/v1/audio-analysis/7xkeh1hQKZWQQOhdu2Oinx,146042,4,https://open.spotify.com/track/7xkeh1hQKZWQQOhdu2Oinx,not_hot_songs,3,3
Glee Club,When Dinosaurs Ruled The Earth,0.494,0.556,7,-6.348,1,0.0257,0.433,0.0,0.0969,0.325,85.986,audio_features,7qekEQyGFRim7qNhxzkaLo,spotify:track:7qekEQyGFRim7qNhxzkaLo,https://api.spotify.com/v1/tracks/7qekEQyGFRim7qNhxzkaLo,https://api.spotify.com/v1/audio-analysis/7qekEQyGFRim7qNhxzkaLo,184653,4,https://open.spotify.com/track/7qekEQyGFRim7qNhxzkaLo,not_hot_songs,2,6
Luminous Bliss,Atman,0.0649,0.0404,7,-31.385,1,0.0462,0.879,0.773,0.115,0.0347,69.824,audio_features,3KbmeqpwQMymXHdhzaAFms,spotify:track:3KbmeqpwQMymXHdhzaAFms,https://api.spotify.com/v1/tracks/3KbmeqpwQMymXHdhzaAFms,https://api.spotify.com/v1/audio-analysis/3KbmeqpwQMymXHdhzaAFms,178286,5,https://open.spotify.com/track/3KbmeqpwQMymXHdhzaAFms,not_hot_songs,0,0
"Got To Keep On (12"" Version)",Cookie Crew,0.721,0.867,6,-6.209,0,0.0528,0.048,0.125,0.0828,0.917,125.005,audio_features,4vh6Rn6FVG4w79JmlZ5p7d,spotify:track:4vh6Rn6FVG4w79JmlZ5p7d,https://api.spotify.com/v1/tracks/4vh6Rn6FVG4w79JmlZ5p7d,https://api.spotify.com/v1/audio-analysis/4vh6Rn6FVG4w79JmlZ5p7d,316680,4,https://open.spotify.com/track/4vh6Rn6FVG4w79JmlZ5p7d,not_hot_songs,1,5
Waltzing Matilda My Darling,Maria Forde,0.452,0.225,3,-6.287,1,0.0303,0.927,0.0,0.126,0.402,135.498,audio_features,1Jll0mQE8f3FARGU8tAk3n,spotify:track:1Jll0mQE8f3FARGU8tAk3n,https://api.spotify.com/v1/tracks/1Jll0mQE8f3FARGU8tAk3n,https://api.spotify.com/v1/audio-analysis/1Jll0mQE8f3FARGU8tAk3n,298547,4,https://open.spotify.com/track/1Jll0mQE8f3FARGU8tAk3n,not_hot_songs,2,6
Ethiopian Serenade,Mystic Revelation of Rastafari,0.741,0.253,10,-17.934,1,0.11,0.6,0.000136,0.103,0.845,118.17,audio_features,1YjIZAhwAw7q3xzhMWzu7J,spotify:track:1YjIZAhwAw7q3xzhMWzu7J,https://api.spotify.com/v1/tracks/1YjIZAhwAw7q3xzhMWzu7J,https://api.spotify.com/v1/audio-analysis/1YjIZAhwAw7q3xzhMWzu7J,253653,4,https://open.spotify.com/track/1YjIZAhwAw7q3xzhMWzu7J,not_hot_songs,2,5
A Stepmother's Curse,Anne Dudley,0.672,0.358,3,-10.943,0,0.0377,0.585,0.369,0.147,0.87,101.114,audio_features,5ZfgbRJ5av8j1Wy9vnd3oB,spotify:track:5ZfgbRJ5av8j1Wy9vnd3oB,https://api.spotify.com/v1/tracks/5ZfgbRJ5av8j1Wy9vnd3oB,https://api.spotify.com/v1/audio-analysis/5ZfgbRJ5av8j1Wy9vnd3oB,74533,4,https://open.spotify.com/track/5ZfgbRJ5av8j1Wy9vnd3oB,not_hot_songs,2,2
Bubulina,Sui Generis,0.647,0.0985,9,-12.071,1,0.0619,0.908,0.0,0.098,0.321,115.089,audio_features,5RMjO7UAJUybWAwZ4t2wKz,spotify:track:5RMjO7UAJUybWAwZ4t2wKz,https://api.spotify.com/v1/tracks/5RMjO7UAJUybWAwZ4t2wKz,https://api.spotify.com/v1/audio-analysis/5RMjO7UAJUybWAwZ4t2wKz,216720,4,https://open.spotify.com/track/5RMjO7UAJUybWAwZ4t2wKz,not_hot_songs,2,6
One Year_ Six Months,Yellowcard,0.497,0.59,7,-7.101,1,0.026,0.475,0.0,0.144,0.628,89.975,audio_features,7cADRJ05LekX8qqSkJkNRH,spotify:track:7cADRJ05LekX8qqSkJkNRH,https://api.spotify.com/v1/tracks/7cADRJ05LekX8qqSkJkNRH,https://api.spotify.com/v1/audio-analysis/7cADRJ05LekX8qqSkJkNRH,208733,4,https://open.spotify.com/track/7cADRJ05LekX8qqSkJkNRH,not_hot_songs,1,5
She Hui Ge (Movie 2nd Song - Love Undercover 3),Fiona Sit,0.651,0.68,7,-7.01,0,0.431,0.277,0.000563,0.686,0.462,99.953,audio_features,1oG1bPUabKVUSPBYwbB8l8,spotify:track:1oG1bPUabKVUSPBYwbB8l8,https://api.spotify.com/v1/tracks/1oG1bPUabKVUSPBYwbB8l8,https://api.spotify.com/v1/audio-analysis/1oG1bPUabKVUSPBYwbB8l8,174125,4,https://open.spotify.com/track/1oG1bPUabKVUSPBYwbB8l8,not_hot_songs,3,3
Sweet Child O' Mine (Alternate Mix),Green and Yellow,0.566,0.538,6,-5.729,1,0.0346,0.406,0.000497,0.979,0.315,121.154,audio_features,1Qq7Tq8zZHuelGv9LQE2Yy,spotify:track:1Qq7Tq8zZHuelGv9LQE2Yy,https://api.spotify.com/v1/tracks/1Qq7Tq8zZHuelGv9LQE2Yy,https://api.spotify.com/v1/audio-analysis/1Qq7Tq8zZHuelGv9LQE2Yy,396968,4,https://open.spotify.com/track/1Qq7Tq8zZHuelGv9LQE2Yy,not_hot_songs,4,1
People Make The World,The Box Tops,0.72,0.489,4,-9.157,0,0.0544,0.656,2.32e-06,0.357,0.777,83.127,audio_features,0JB6XDnV6U6M9U6j4VotoH,spotify:track:0JB6XDnV6U6M9U6j4VotoH,https://api.spotify.com/v1/tracks/0JB6XDnV6U6M9U6j4VotoH,https://api.spotify.com/v1/audio-analysis/0JB6XDnV6U6M9U6j4VotoH,211560,4,https://open.spotify.com/track/0JB6XDnV6U6M9U6j4VotoH,not_hot_songs,1,2
Better Believe It Remix (feat. Bun B_ Trae_ Yo Gotti & Foxx),Lil Boosie feat. Bun B_ Trae_ Yo Gotti & Foxx,0.661,0.817,2,-5.783,1,0.0489,0.011,0.0,0.217,0.279,124.978,audio_features,1xuaJlXaFY3afSftWCCDGz,spotify:track:1xuaJlXaFY3afSftWCCDGz,https://api.spotify.com/v1/tracks/1xuaJlXaFY3afSftWCCDGz,https://api.spotify.com/v1/audio-analysis/1xuaJlXaFY3afSftWCCDGz,297680,4,https://open.spotify.com/track/1xuaJlXaFY3afSftWCCDGz,not_hot_songs,4,2
Clifton's Two Step,Clifton Chenier,0.683,0.865,2,-9.074,0,0.128,0.789,0.187,0.289,0.9,125.398,audio_features,0pgep2XqOw4cR9IWtUs51R,spotify:track:0pgep2XqOw4cR9IWtUs51R,https://api.spotify.com/v1/tracks/0pgep2XqOw4cR9IWtUs51R,https://api.spotify.com/v1/audio-analysis/0pgep2XqOw4cR9IWtUs51R,141000,4,https://open.spotify.com/track/0pgep2XqOw4cR9IWtUs51R,not_hot_songs,1,2
Let's Get It Started,Black Eyed Peas,0.783,0.794,11,-2.231,0,0.12,0.105,0.0,0.304,0.805,104.963,audio_features,4hfIVhq0F0zFUcrbecsYmo,spotify:track:4hfIVhq0F0zFUcrbecsYmo,https://api.spotify.com/v1/tracks/4hfIVhq0F0zFUcrbecsYmo,https://api.spotify.com/v1/audio-analysis/4hfIVhq0F0zFUcrbecsYmo,217733,4,https://open.spotify.com/track/4hfIVhq0F0zFUcrbecsYmo,not_hot_songs,1,5
Turn It Out,Larry Graham & Graham Central Station,0.511,0.226,10,-14.307,1,0.0292,0.666,2.28e-06,0.318,0.173,71.401,audio_features,1CzgvJvt2JRy4uEX3SVaxO,spotify:track:1CzgvJvt2JRy4uEX3SVaxO,https://api.spotify.com/v1/tracks/1CzgvJvt2JRy4uEX3SVaxO,https://api.spotify.com/v1/audio-analysis/1CzgvJvt2JRy4uEX3SVaxO,252600,4,https://open.spotify.com/track/1CzgvJvt2JRy4uEX3SVaxO,not_hot_songs,2,6
Tropical Nights,Clarence Profit,0.654,0.294,7,-14.977,0,0.0322,0.995,0.849,0.153,0.706,120.074,audio_features,6l7AD8Iq4O6ODIhPShX0cp,spotify:track:6l7AD8Iq4O6ODIhPShX0cp,https://api.spotify.com/v1/tracks/6l7AD8Iq4O6ODIhPShX0cp,https://api.spotify.com/v1/audio-analysis/6l7AD8Iq4O6ODIhPShX0cp,91133,4,https://open.spotify.com/track/6l7AD8Iq4O6ODIhPShX0cp,not_hot_songs,2,0
Lover In Demand,Delbert McClinton,0.732,0.849,0,-6.435,1,0.025,0.0537,2.33e-05,0.112,0.968,112.294,audio_features,5fZY8YYJMnhD9HNWB4C4zU,spotify:track:5fZY8YYJMnhD9HNWB4C4zU,https://api.spotify.com/v1/tracks/5fZY8YYJMnhD9HNWB4C4zU,https://api.spotify.com/v1/audio-analysis/5fZY8YYJMnhD9HNWB4C4zU,269933,4,https://open.spotify.com/track/5fZY8YYJMnhD9HNWB4C4zU,not_hot_songs,1,2
Cry Of The Earth,Cybertribe,0.591,0.283,2,-8.468,0,0.0271,0.895,0.00187,0.118,0.162,84.974,audio_features,3MYbVlYRwYfm57adWtfhSY,spotify:track:3MYbVlYRwYfm57adWtfhSY,https://api.spotify.com/v1/tracks/3MYbVlYRwYfm57adWtfhSY,https://api.spotify.com/v1/audio-analysis/3MYbVlYRwYfm57adWtfhSY,234841,4,https://open.spotify.com/track/3MYbVlYRwYfm57adWtfhSY,not_hot_songs,2,6
Dead End Sign,Bonita,0.477,0.507,2,-4.736,1,0.03,0.694,0.0183,0.293,0.539,163.899,audio_features,5hkloqRyof9EI59BWxPcQQ,spotify:track:5hkloqRyof9EI59BWxPcQQ,https://api.spotify.com/v1/tracks/5hkloqRyof9EI59BWxPcQQ,https://api.spotify.com/v1/audio-analysis/5hkloqRyof9EI59BWxPcQQ,223257,3,https://open.spotify.com/track/5hkloqRyof9EI59BWxPcQQ,not_hot_songs,4,2
Atomic Beat Boy (Album Version),Helen Love,0.452,0.947,8,-10.382,1,0.0387,9.64e-05,0.352,0.304,0.793,141.97,audio_features,2owZK9bEyEJ5oKNxaVp6CR,spotify:track:2owZK9bEyEJ5oKNxaVp6CR,https://api.spotify.com/v1/tracks/2owZK9bEyEJ5oKNxaVp6CR,https://api.spotify.com/v1/audio-analysis/2owZK9bEyEJ5oKNxaVp6CR,216760,4,https://open.spotify.com/track/2owZK9bEyEJ5oKNxaVp6CR,not_hot_songs,4,4
Firehouse Rock,Wailing Souls,0.813,0.615,9,-5.838,1,0.0423,0.225,0.000533,0.0753,0.923,130.206,audio_features,7hnayhSRyYdRGr3YjMpLJb,spotify:track:7hnayhSRyYdRGr3YjMpLJb,https://api.spotify.com/v1/tracks/7hnayhSRyYdRGr3YjMpLJb,https://api.spotify.com/v1/audio-analysis/7hnayhSRyYdRGr3YjMpLJb,255440,4,https://open.spotify.com/track/7hnayhSRyYdRGr3YjMpLJb,not_hot_songs,1,5
Explode,The Cardigans,0.673,0.421,6,-6.674,1,0.0311,8.16e-05,0.00057,0.0783,0.307,117.625,audio_features,4c2ahpg0cv7VZ7SZG5DnYl,spotify:track:4c2ahpg0cv7VZ7SZG5DnYl,https://api.spotify.com/v1/tracks/4c2ahpg0cv7VZ7SZG5DnYl,https://api.spotify.com/v1/audio-analysis/4c2ahpg0cv7VZ7SZG5DnYl,245069,4,https://open.spotify.com/track/4c2ahpg0cv7VZ7SZG5DnYl,not_hot_songs,1,5
Sunset Manifesto,Flink,0.632,0.782,11,-7.445,1,0.0366,0.187,0.146,0.0936,0.372,120.074,audio_features,29hvDT8LFAr0wMG8j3LJUr,spotify:track:29hvDT8LFAr0wMG8j3LJUr,https://api.spotify.com/v1/tracks/29hvDT8LFAr0wMG8j3LJUr,https://api.spotify.com/v1/audio-analysis/29hvDT8LFAr0wMG8j3LJUr,184825,4,https://open.spotify.com/track/29hvDT8LFAr0wMG8j3LJUr,not_hot_songs,4,5
Dangerously In Love Medley,Beyonc\xc3\xa9,0.609,0.407,6,-8.026,1,0.0808,0.345,0.0,0.19,0.459,99.982,audio_features,0KFuXEdOp5QfIfxHR6TJSm,spotify:track:0KFuXEdOp5QfIfxHR6TJSm,https://api.spotify.com/v1/tracks/0KFuXEdOp5QfIfxHR6TJSm,https://api.spotify.com/v1/audio-analysis/0KFuXEdOp5QfIfxHR6TJSm,293133,4,https://open.spotify.com/track/0KFuXEdOp5QfIfxHR6TJSm,not_hot_songs,2,6
\xc3\x98mhet,Mons Leidvin Takle,0.802,0.544,11,-11.011,0,0.0805,0.0226,0.132,0.277,0.657,138.029,audio_features,5T3SiklX9b61NRayneT5wr,spotify:track:5T3SiklX9b61NRayneT5wr,https://api.spotify.com/v1/tracks/5T3SiklX9b61NRayneT5wr,https://api.spotify.com/v1/audio-analysis/5T3SiklX9b61NRayneT5wr,155145,4,https://open.spotify.com/track/5T3SiklX9b61NRayneT5wr,not_hot_songs,1,5
Mas Que Nada,Sergio Mendes / Black Eyed Peas,0.747,0.928,5,-6.107,0,0.0824,0.0297,1.75e-06,0.113,0.87,100.065,audio_features,6U7GUjtamt2P0LcFod1dBT,spotify:track:6U7GUjtamt2P0LcFod1dBT,https://api.spotify.com/v1/tracks/6U7GUjtamt2P0LcFod1dBT,https://api.spotify.com/v1/audio-analysis/6U7GUjtamt2P0LcFod1dBT,262840,4,https://open.spotify.com/track/6U7GUjtamt2P0LcFod1dBT,not_hot_songs,1,5
El Greco: Movement III,Vangelis,0.166,0.297,8,-16.099,1,0.0438,0.982,0.937,0.102,0.036,127.648,audio_features,3h9cnu26p2T6vvgdMxFpnf,spotify:track:3h9cnu26p2T6vvgdMxFpnf,https://api.spotify.com/v1/tracks/3h9cnu26p2T6vvgdMxFpnf,https://api.spotify.com/v1/audio-analysis/3h9cnu26p2T6vvgdMxFpnf,238360,4,https://open.spotify.com/track/3h9cnu26p2T6vvgdMxFpnf,not_hot_songs,0,0
Goody Two Shoes,Adam Ant,0.624,0.991,1,-3.467,0,0.135,0.0289,0.0107,0.0477,0.535,95.472,audio_features,760xFXFj5Fksa3jawSCn5g,spotify:track:760xFXFj5Fksa3jawSCn5g,https://api.spotify.com/v1/tracks/760xFXFj5Fksa3jawSCn5g,https://api.spotify.com/v1/audio-analysis/760xFXFj5Fksa3jawSCn5g,209213,4,https://open.spotify.com/track/760xFXFj5Fksa3jawSCn5g,not_hot_songs,1,2
Something Girls,Adam Ant,0.624,0.991,1,-3.467,0,0.135,0.0289,0.0107,0.0477,0.535,95.472,audio_features,760xFXFj5Fksa3jawSCn5g,spotify:track:760xFXFj5Fksa3jawSCn5g,https://api.spotify.com/v1/tracks/760xFXFj5Fksa3jawSCn5g,https://api.spotify.com/v1/audio-analysis/760xFXFj5Fksa3jawSCn5g,209213,4,https://open.spotify.com/track/760xFXFj5Fksa3jawSCn5g,not_hot_songs,1,2
Ugly Like Me (Demo Version),Die Symphony,0.545,0.673,10,-5.786,0,0.292,0.158,0.0024,0.313,0.569,130.02,audio_features,1zM6MHseNyHBA5VDPPcaZH,spotify:track:1zM6MHseNyHBA5VDPPcaZH,https://api.spotify.com/v1/tracks/1zM6MHseNyHBA5VDPPcaZH,https://api.spotify.com/v1/audio-analysis/1zM6MHseNyHBA5VDPPcaZH,180522,4,https://open.spotify.com/track/1zM6MHseNyHBA5VDPPcaZH,not_hot_songs,3,3
Cuenta Conmigo,Mar\xc3\xada,0.673,0.718,1,-4.666,1,0.0379,0.609,6.88e-05,0.316,0.917,176.89,audio_features,1F1VPI3wUKEKA1DPx5Y9Fy,spotify:track:1F1VPI3wUKEKA1DPx5Y9Fy,https://api.spotify.com/v1/tracks/1F1VPI3wUKEKA1DPx5Y9Fy,https://api.spotify.com/v1/audio-analysis/1F1VPI3wUKEKA1DPx5Y9Fy,230187,4,https://open.spotify.com/track/1F1VPI3wUKEKA1DPx5Y9Fy,not_hot_songs,1,2
Radar For Love,Kiss,0.504,0.719,1,-9.155,0,0.0431,0.00878,0.00149,0.075,0.177,102.144,audio_features,4Zau4QvgyxWiWQ5KQrwL43,spotify:track:4Zau4QvgyxWiWQ5KQrwL43,https://api.spotify.com/v1/tracks/4Zau4QvgyxWiWQ5KQrwL43,https://api.spotify.com/v1/audio-analysis/4Zau4QvgyxWiWQ5KQrwL43,386707,4,https://open.spotify.com/track/4Zau4QvgyxWiWQ5KQrwL43,not_hot_songs,4,4
Adios_ Amigos! (2003 Digital Remaster),J. Karjalainen & Mustat Lasit,0.433,0.431,2,-6.422,1,0.0367,0.169,0.0,0.307,0.722,177.732,audio_features,63bmZnBN1CiJ9sA4qTEe8y,spotify:track:63bmZnBN1CiJ9sA4qTEe8y,https://api.spotify.com/v1/tracks/63bmZnBN1CiJ9sA4qTEe8y,https://api.spotify.com/v1/audio-analysis/63bmZnBN1CiJ9sA4qTEe8y,199320,4,https://open.spotify.com/track/63bmZnBN1CiJ9sA4qTEe8y,not_hot_songs,4,2
Ain't No Tellin',Sonny Terry & Brownie McGhee,0.686,0.378,0,-14.863,1,0.0332,0.292,0.083,0.0984,0.954,147.644,audio_features,1Ig4IXxrtv5zeUxtnIbHGx,spotify:track:1Ig4IXxrtv5zeUxtnIbHGx,https://api.spotify.com/v1/tracks/1Ig4IXxrtv5zeUxtnIbHGx,https://api.spotify.com/v1/audio-analysis/1Ig4IXxrtv5zeUxtnIbHGx,166627,4,https://open.spotify.com/track/1Ig4IXxrtv5zeUxtnIbHGx,not_hot_songs,1,2
Olive Oil,Happy Mondays,0.449,0.642,11,-13.537,1,0.0604,0.00144,0.00499,0.0878,0.861,128.441,audio_features,6jKKw0sfQ5K4rRgFTJQ4AV,spotify:track:6jKKw0sfQ5K4rRgFTJQ4AV,https://api.spotify.com/v1/tracks/6jKKw0sfQ5K4rRgFTJQ4AV,https://api.spotify.com/v1/audio-analysis/6jKKw0sfQ5K4rRgFTJQ4AV,156693,4,https://open.spotify.com/track/6jKKw0sfQ5K4rRgFTJQ4AV,not_hot_songs,1,5
Mary Had A Little Lamb,Stevie Ray Vaughan And Double Trouble,0.678,0.493,8,-13.782,1,0.0302,0.0882,0.153,0.264,0.914,122.627,audio_features,0nFZ2HQRnIxiwraCm2X6Uq,spotify:track:0nFZ2HQRnIxiwraCm2X6Uq,https://api.spotify.com/v1/tracks/0nFZ2HQRnIxiwraCm2X6Uq,https://api.spotify.com/v1/audio-analysis/0nFZ2HQRnIxiwraCm2X6Uq,166960,4,https://open.spotify.com/track/0nFZ2HQRnIxiwraCm2X6Uq,not_hot_songs,1,5
Mary Had A Little Lamb,Stevie Ray Vaughan And Double Trouble,0.678,0.493,8,-13.782,1,0.0302,0.0882,0.153,0.264,0.914,122.627,audio_features,0nFZ2HQRnIxiwraCm2X6Uq,spotify:track:0nFZ2HQRnIxiwraCm2X6Uq,https://api.spotify.com/v1/tracks/0nFZ2HQRnIxiwraCm2X6Uq,https://api.spotify.com/v1/audio-analysis/0nFZ2HQRnIxiwraCm2X6Uq,166960,4,https://open.spotify.com/track/0nFZ2HQRnIxiwraCm2X6Uq,not_hot_songs,1,5
Sugar Bush,Bert Kaempfert,0.368,0.27,4,-8.344,1,0.0272,0.905,0.863,0.234,0.232,70.391,audio_features,1xDkYGbHn8BSLVRGFrYeuq,spotify:track:1xDkYGbHn8BSLVRGFrYeuq,https://api.spotify.com/v1/tracks/1xDkYGbHn8BSLVRGFrYeuq,https://api.spotify.com/v1/audio-analysis/1xDkYGbHn8BSLVRGFrYeuq,193107,4,https://open.spotify.com/track/1xDkYGbHn8BSLVRGFrYeuq,not_hot_songs,0,0
Talk,Bert Kaempfert And His Orchestra,0.368,0.27,4,-8.344,1,0.0272,0.905,0.863,0.234,0.232,70.391,audio_features,1xDkYGbHn8BSLVRGFrYeuq,spotify:track:1xDkYGbHn8BSLVRGFrYeuq,https://api.spotify.com/v1/tracks/1xDkYGbHn8BSLVRGFrYeuq,https://api.spotify.com/v1/audio-analysis/1xDkYGbHn8BSLVRGFrYeuq,193107,4,https://open.spotify.com/track/1xDkYGbHn8BSLVRGFrYeuq,not_hot_songs,0,0
Reg mich nicht auf_ Johanna,Curt Bois,0.234,0.19,3,-12.441,1,0.0389,0.948,0.000525,0.0896,0.149,127.4,audio_features,6dyN6PLF3W5W96q8HeaMe5,spotify:track:6dyN6PLF3W5W96q8HeaMe5,https://api.spotify.com/v1/tracks/6dyN6PLF3W5W96q8HeaMe5,https://api.spotify.com/v1/audio-analysis/6dyN6PLF3W5W96q8HeaMe5,117360,4,https://open.spotify.com/track/6dyN6PLF3W5W96q8HeaMe5,not_hot_songs,2,6
Sono andati? Fingevo di dormire,Montserrat Caball\xc3\xa9;Placido Domingo;Vicente Sardinero;Judith Blegen;Sherrill Milnes;Georg Solti,0.173,0.0365,8,-22.775,1,0.0532,0.983,0.00109,0.0957,0.0389,184.559,audio_features,1c23bJ0wG8c9E6M0VkeYGm,spotify:track:1c23bJ0wG8c9E6M0VkeYGm,https://api.spotify.com/v1/tracks/1c23bJ0wG8c9E6M0VkeYGm,https://api.spotify.com/v1/audio-analysis/1c23bJ0wG8c9E6M0VkeYGm,511427,5,https://open.spotify.com/track/1c23bJ0wG8c9E6M0VkeYGm,not_hot_songs,0,0
Get A Straw,Lady Saw,0.705,0.533,7,-9.525,1,0.333,0.336,0.0,0.285,0.671,173.026,audio_features,6qeSOUH6CkYdZpNwoXZjho,spotify:track:6qeSOUH6CkYdZpNwoXZjho,https://api.spotify.com/v1/tracks/6qeSOUH6CkYdZpNwoXZjho,https://api.spotify.com/v1/audio-analysis/6qeSOUH6CkYdZpNwoXZjho,207560,4,https://open.spotify.com/track/6qeSOUH6CkYdZpNwoXZjho,not_hot_songs,3,3
Never Gonna Give You Up,Musical Youth,0.721,0.939,8,-11.823,1,0.0376,0.115,3.79e-05,0.108,0.914,113.309,audio_features,4cOdK2wGLETKBW3PvgPWqT,spotify:track:4cOdK2wGLETKBW3PvgPWqT,https://api.spotify.com/v1/tracks/4cOdK2wGLETKBW3PvgPWqT,https://api.spotify.com/v1/audio-analysis/4cOdK2wGLETKBW3PvgPWqT,213573,4,https://open.spotify.com/track/4cOdK2wGLETKBW3PvgPWqT,not_hot_songs,1,5
Hypergasm,Chaotica,0.424,0.797,5,-2.321,1,0.0577,0.000969,0.841,0.234,0.223,179.893,audio_features,3BcEpBfEx2mOyCSJWIHSvu,spotify:track:3BcEpBfEx2mOyCSJWIHSvu,https://api.spotify.com/v1/tracks/3BcEpBfEx2mOyCSJWIHSvu,https://api.spotify.com/v1/audio-analysis/3BcEpBfEx2mOyCSJWIHSvu,272000,4,https://open.spotify.com/track/3BcEpBfEx2mOyCSJWIHSvu,not_hot_songs,4,4
Play,Jennifer Lopez,0.695,0.945,10,-6.165,0,0.0418,0.00341,0.0727,0.103,0.84,125.013,audio_features,5yaCquc7koPqtgj7v0lwHX,spotify:track:5yaCquc7koPqtgj7v0lwHX,https://api.spotify.com/v1/tracks/5yaCquc7koPqtgj7v0lwHX,https://api.spotify.com/v1/audio-analysis/5yaCquc7koPqtgj7v0lwHX,246427,4,https://open.spotify.com/track/5yaCquc7koPqtgj7v0lwHX,not_hot_songs,1,5
Sweetest Goodbye,Maroon 5,0.566,0.819,1,-5.951,1,0.104,0.167,0.0,0.187,0.708,164.004,audio_features,44R3zk8n5b3g5fTEXCkwnW,spotify:track:44R3zk8n5b3g5fTEXCkwnW,https://api.spotify.com/v1/tracks/44R3zk8n5b3g5fTEXCkwnW,https://api.spotify.com/v1/audio-analysis/44R3zk8n5b3g5fTEXCkwnW,270733,4,https://open.spotify.com/track/44R3zk8n5b3g5fTEXCkwnW,not_hot_songs,4,2
Blue Cave,Steve Smith,0.412,0.45,3,-7.951,0,0.275,0.969,0.929,0.111,0.184,180.445,audio_features,04lLT0JuuTeQNCpRzJEs0R,spotify:track:04lLT0JuuTeQNCpRzJEs0R,https://api.spotify.com/v1/tracks/04lLT0JuuTeQNCpRzJEs0R,https://api.spotify.com/v1/audio-analysis/04lLT0JuuTeQNCpRzJEs0R,160667,4,https://open.spotify.com/track/04lLT0JuuTeQNCpRzJEs0R,not_hot_songs,0,0
North American Ballads: No. 2 - Which Side Are You On?,David Jalbert,0.497,0.697,9,-5.743,1,0.0331,0.0204,0.0,0.0987,0.447,142.03,audio_features,5SYYZNpzQ42443RzIhqNWG,spotify:track:5SYYZNpzQ42443RzIhqNWG,https://api.spotify.com/v1/tracks/5SYYZNpzQ42443RzIhqNWG,https://api.spotify.com/v1/audio-analysis/5SYYZNpzQ42443RzIhqNWG,184347,4,https://open.spotify.com/track/5SYYZNpzQ42443RzIhqNWG,not_hot_songs,4,4
All Rise,Scott Wesley Brown,0.644,0.728,2,-8.074,0,0.43,0.0691,0.0,0.148,0.578,164.975,audio_features,1spCWQiEQQNZF1CIJ9pPTO,spotify:track:1spCWQiEQQNZF1CIJ9pPTO,https://api.spotify.com/v1/tracks/1spCWQiEQQNZF1CIJ9pPTO,https://api.spotify.com/v1/audio-analysis/1spCWQiEQQNZF1CIJ9pPTO,98745,4,https://open.spotify.com/track/1spCWQiEQQNZF1CIJ9pPTO,not_hot_songs,3,3
Mistadobalina,Del Tha Funkee Homosapien,0.85,0.797,10,-7.429,0,0.136,0.0964,8.38e-06,0.34,0.63,99.615,audio_features,0KQd3QY1Y8zC2rfO4ZBQRC,spotify:track:0KQd3QY1Y8zC2rfO4ZBQRC,https://api.spotify.com/v1/tracks/0KQd3QY1Y8zC2rfO4ZBQRC,https://api.spotify.com/v1/audio-analysis/0KQd3QY1Y8zC2rfO4ZBQRC,260307,4,https://open.spotify.com/track/0KQd3QY1Y8zC2rfO4ZBQRC,not_hot_songs,1,5
Cabaret,Mademoiselle Sane,0.583,0.232,5,-13.734,1,0.0823,0.916,0.0,0.424,0.638,108.723,audio_features,7AFy1aN1RQVgGOXzCtrK87,spotify:track:7AFy1aN1RQVgGOXzCtrK87,https://api.spotify.com/v1/tracks/7AFy1aN1RQVgGOXzCtrK87,https://api.spotify.com/v1/audio-analysis/7AFy1aN1RQVgGOXzCtrK87,211200,4,https://open.spotify.com/track/7AFy1aN1RQVgGOXzCtrK87,not_hot_songs,2,6
Gimme Gimme Song,Mickey And The Students,0.749,0.491,10,-9.655,1,0.0403,0.02,0.00899,0.159,0.536,119.528,audio_features,3vkQ5DAB1qQMYO4Mr9zJN6,spotify:track:3vkQ5DAB1qQMYO4Mr9zJN6,https://api.spotify.com/v1/tracks/3vkQ5DAB1qQMYO4Mr9zJN6,https://api.spotify.com/v1/audio-analysis/3vkQ5DAB1qQMYO4Mr9zJN6,292613,4,https://open.spotify.com/track/3vkQ5DAB1qQMYO4Mr9zJN6,not_hot_songs,1,5
I Know Somethin (Bout You),Alice In Chains,0.414,0.822,8,-8.972,0,0.0597,7.98e-05,1.78e-06,0.402,0.747,113.363,audio_features,358XBWJ3pa71P4U89v393N,spotify:track:358XBWJ3pa71P4U89v393N,https://api.spotify.com/v1/tracks/358XBWJ3pa71P4U89v393N,https://api.spotify.com/v1/audio-analysis/358XBWJ3pa71P4U89v393N,262360,4,https://open.spotify.com/track/358XBWJ3pa71P4U89v393N,not_hot_songs,4,4
